Total Profit,Total Wages,Total Surplus Value,Wage Share,Unemployment Rate,Price Index,Total Tax Revenue,Total Unmet Needs,Average Financial Stress,Total Worker Wealth,Average Exploitation Rate,Total Worker Debt,Average Debt per Worker,Workers in Debt,Debt to Income Ratio,Bankrupt Workers,Gini Coefficient,Long-term Unemployed,Long-term Unemployment Rate,Employed Workers,Net Worker Wealth,High Skill Workers,Medium Skill Workers,Low Skill Workers,Firm Owners
1158480.8787419538,27274.63938012478,1596091.7653301286,0.016801283617171377,0.0,1.0289336279370762,606494.489148059,532563.1451988379,0.42120390348387254,149236.85480116212,0.9838792686045484,8522747.859122202,5681.831906081467,1181,9.018455494716614,0,0.5612013830106479,0,0.0,1500,-8373511.004321039,198,323,979,59
1158480.8787419538,27274.63938012478,1596091.7653301286,0.016801283617171377,0.0,1.0296474225819092,606494.489148059,532563.1451988379,0.42181961982122923,149236.85480116212,0.9838792686045484,8552269.765625257,5701.513177083505,1181,9.049578930923486,0,0.5612013830106479,0,0.0,1500,-8403032.910824094,198,323,979,59
1158480.8787419538,27274.63938012478,1596091.7653301286,0.016801283617171377,0.0,1.0302703995795761,606494.489148059,532563.1451988379,0.42243623007111036,149236.85480116212,0.9838792686045484,8581900.696705766,5721.267131137178,1181,9.080816993237631,0,0.5612013830106479,0,0.0,1500,-8432663.841904605,198,323,979,59
1158480.8787419538,27274.63938012478,1596091.7653301286,0.016801283617171377,0.0,1.0313880694472133,606494.489148059,532563.1451988379,0.423054206699197,149236.85480116212,0.9838792686045484,8611641.076930465,5741.0940512869765,1181,9.112170127174428,0,0.5612013830106479,0,0.0,1500,-8462404.222129304,198,323,979,59
1158480.8787419538,27274.63938012478,1596091.7653301286,0.016801283617171377,0.0,1.031225110824453,606494.489148059,532563.1451988379,0.42367447594996643,149236.85480116212,0.9838792686045484,8641491.33259044,5760.99422172696,1181,9.14363878005611,0,0.5612013830106479,0,0.0,1500,-8492254.47778928,198,323,979,59
1158480.8787419538,27274.63938012478,1596091.7653301286,0.016801283617171377,0.0,1.0324579720505715,606494.489148059,532563.1451988379,0.42429704679281144,149236.85480116212,0.9838792686045484,8671451.891708365,5780.967927805576,1181,9.175223401019323,0,0.5612013830106479,0,0.0,1500,-8522215.036907203,198,323,979,59
1158480.8787419538,27274.63938012478,1596091.7653301286,0.016801283617171377,0.0,1.033190725794302,606494.489148059,532563.1451988379,0.4249219282337188,149236.85480116212,0.9838792686045484,8701523.184045766,5801.01545603051,1181,9.20692444102274,0,0.5612013830106479,0,0.0,1500,-8552286.329244604,198,323,979,59
1158480.8787419538,27274.63938012478,1596091.7653301286,0.016801283617171377,0.0,1.0334108117420695,606494.489148059,532563.1451988379,0.4255486769407211,149236.85480116212,0.9838792686045484,8731705.641110318,5821.137094073545,1181,9.238742352854702,0,0.5612013830106479,0,0.0,1500,-8582468.786309157,198,323,979,59
1158480.8787419538,27274.63938012478,1596091.7653301286,0.016801283617171377,0.0,1.0335184629313277,606494.489148059,532563.1451988379,0.42617589671544176,149236.85480116212,0.9838792686045484,8761999.69616318,5841.333130775453,1181,9.270677591140878,0,0.5612013830106479,0,0.0,1500,-8612762.841362016,198,323,979,59
1158480.8787419538,27274.63938012478,1596091.7653301286,0.016801283617171377,0.0,1.0330779032546902,606494.489148059,532563.1451988379,0.42680544323708514,149236.85480116212,0.9838792686045484,8792405.784226341,5861.603856150894,1181,9.302730612351969,0,0.5612013830106479,0,0.0,1500,-8643168.92942518,198,323,979,59
1158480.8787419538,27274.63938012478,1596091.7653301286,0.016801283617171377,0.0,1.0334124965034925,606494.489148059,532563.1451988379,0.4274360628755571,149236.85480116212,0.9838792686045484,8822924.342090033,5881.949561393355,1181,9.334901874811461,0,0.5612013830106479,0,0.0,1500,-8673687.48728887,198,323,979,59
1158480.8787419538,27274.63938012478,1596091.7653301286,0.016801283617171377,0.0,1.033460712414462,606494.489148059,532563.1451988379,0.42806775788844953,149236.85480116212,0.9838792686045484,8853555.808320133,5902.370538880089,1181,9.36719183870337,0,0.5612013830106479,0,0.0,1500,-8704318.953518972,198,323,979,59
1158480.8787419538,27274.63938012478,1596091.7653301286,0.016801283617171377,0.0,1.0337742044827496,606494.489148059,532563.1451988379,0.42870083065979997,149236.85480116212,0.9838792686045484,8884300.623265637,5922.867082177091,1181,9.399600966080067,0,0.5612013830106479,0,0.0,1500,-8735063.768464474,198,323,979,59
1158480.8787419538,27274.63938012478,1596091.7653301286,0.016801283617171377,0.0,1.0347636355683976,606494.489148059,532563.1451988379,0.4293359711153222,149236.85480116212,0.9838792686045484,8915159.229066132,5943.439486044088,1181,9.432129720870101,0,0.5612013830106479,0,0.0,1500,-8765922.37426497,198,323,979,59
1158480.8787419538,27274.63938012478,1596091.7653301286,0.016801283617171377,0.0,1.0355660883628348,606494.489148059,532563.1451988379,0.4299726301854139,149236.85480116212,0.9838792686045484,8946132.069659328,5964.088046439552,1181,9.464778568886073,0,0.5612013830106479,0,0.0,1500,-8796895.214858167,198,323,979,59
1158480.8787419538,27274.63938012478,1596091.7653301286,0.016801283617171377,0.0,1.0362615528612185,606494.489148059,532563.1451988379,0.43061032983803155,149236.85480116212,0.9838792686045484,8977219.590788608,5984.813060525739,1181,9.497547977832543,0,0.5612013830106479,0,0.0,1500,-8827982.735987447,198,323,979,59
1158480.8787419538,27274.63938012478,1596091.7653301286,0.016801283617171377,0.0,1.0362870278778014,606494.489148059,532563.1451988379,0.4312489291508617,149236.85480116212,0.9838792686045484,9008422.240010608,6005.614826673738,1181,9.530438417313965,0,0.5612013830106479,0,0.0,1500,-8859185.385209445,198,323,979,59
1158480.8787419538,27274.63938012478,1596091.7653301286,0.016801283617171377,0.0,1.0371057749041104,606494.489148059,532563.1451988379,0.431888093933888,149236.85480116212,0.9838792686045484,9039740.466702837,6026.493644468558,1181,9.563450358842662,0,0.5612013830106479,0,0.0,1500,-8890503.611901674,198,323,979,59
1158480.8787419538,27274.63938012478,1596091.7653301286,0.016801283617171377,0.0,1.0381350885391458,606494.489148059,532563.1451988379,0.43252624669236495,149236.85480116212,0.9838792686045484,9071174.722071333,6047.449814714222,1181,9.59658427584683,0,0.5612013830106479,0,0.0,1500,-8921937.86727017,198,323,979,59
