,Total Profit,Total Wages,Total Surplus Value,Wage Share,Unemployment Rate,Price Index,Total Tax Revenue,Total Unmet Needs,Average Financial Stress,Total Worker Wealth,Average Exploitation Rate,Total Worker Debt,Average Debt per Worker,Workers in Debt,Debt to Income Ratio,Bankrupt Workers,Total Debt Payments
130,73666.50335454872,338978.3595241535,242862.2553494452,0.5825965923636914,0.5513333333333333,1.0492537413622356,170692.48930399545,37684951.87690013,0.6474666666666667,15447407.51406324,0.3712670071378848,9491486.614434732,6327.657742956488,995,0.11739021736942652,897,190534.42409746605
131,71500.78644825591,339275.85983593104,243407.88342303282,0.5822641591789626,0.5506666666666666,1.0504395274810685,171019.03418101912,37901108.39398603,0.6476052986014148,15567687.298986817,0.3713672937263964,9496430.953984983,6330.953969323322,995,0.11709186076950324,896,190610.3316232737
132,69563.15540575839,340076.5610820779,243108.1366497178,0.5831369759953436,0.5513333333333333,1.0500134180625995,170897.46022925683,38242094.29923438,0.6487333333333334,15687835.012024337,0.3706619887017457,9501241.153728096,6334.160769152064,996,0.11518708864253481,896,190711.8443305321
133,69753.73276172401,340603.52468868037,243827.0567902234,0.5827955200885996,0.55,1.0504766072595966,171369.52380429444,38539673.60665438,0.6486,15809516.811583454,0.37059721625859016,9505453.980374606,6336.969320249737,996,0.11644396475026894,899,190832.57680469626
134,67215.34838364908,341905.24032307183,245002.2815144246,0.5825538566154872,0.5486666666666666,1.0508396650037608,171164.79417736392,38870927.09896716,0.6482666666666667,15930364.06920315,0.3707723996423254,9509856.228763001,6339.904152508668,996,0.11795775215374205,899,190922.81802946792
135,58753.36667331447,341701.3286911577,244796.6036676454,0.5826130150483025,0.5486666666666666,1.0509932440044125,170423.99481565002,39092047.423214376,0.6487333333333334,16051081.903566867,0.3707120190626658,9513582.752690187,6342.388501793458,995,0.11803989234094865,898,191017.2901037657
136,60167.11957561074,338927.3528165131,242213.36988779632,0.5832104679213178,0.5526666666666666,1.051094880531428,171373.65870222813,39382678.40237028,0.6487333333333334,16171494.101274155,0.37057447466252286,9517003.84498075,6344.669229987167,994,0.11527197878541094,900,191078.25983652766
137,60044.96757609028,339001.2285657655,242595.3393879159,0.582880380051974,0.5513333333333333,1.0525449706513759,171635.93315454887,39635209.23080604,0.6489333333333334,16291714.553727081,0.3708279145840946,9520278.416163346,6346.852277442231,994,0.11894561279564365,900,191133.08625976692
138,58715.612134248324,340611.66834707966,243962.9630460971,0.5826658394931082,0.5493333333333333,1.0520685618005845,172109.8904787465,39963804.905133285,0.6485658620657337,16410874.052244144,0.3707198186228021,9523670.195227675,6349.113463485117,994,0.1207147704308039,900,191204.52423780193
139,56799.264279968025,339133.62369518104,243268.84120332467,0.5823011476338468,0.552,1.0523162308144511,172420.12254477473,40265991.8283349,0.6498,16530630.587350871,0.3713103384138078,9526543.040731456,6351.028693820971,994,0.11807872863435973,901,191278.61065369312
