,Total Profit,Total Wages,Total Surplus Value,Wage Share,Unemployment Rate,Price Index,Total Tax Revenue,Total Unmet Needs,Average Financial Stress,Total Worker Wealth,Average Exploitation Rate,Total Worker Debt,Average Debt per Worker,Workers in Debt,Debt to Income Ratio,Bankrupt Workers,Total Debt Payments
31,124751.94845586582,356008.7962176477,278741.045300275,0.5608647264350605,0.5326666666666666,1.0153247936795495,128970.9175692636,2890112.316106054,0.5065911402864536,3308857.8994093435,0.37606429648741224,8416274.399334844,5610.849599556563,1138,0.06960704279263438,551,167708.52083863827
32,128581.8642246346,355949.219571607,278693.07500129973,0.5608658966089693,0.5326666666666666,1.0149037620538504,129825.92483704348,3220364.742439944,0.5172498227452311,3434882.183646758,0.3760242436422307,8505011.079052772,5670.007386035181,1134,0.06990767391179765,588,169585.08589804886
33,132719.53093775027,355955.68496393133,278706.80079293065,0.5608582403282258,0.5326666666666666,1.015928508935497,130822.06444813186,3562672.132903138,0.5254093602623452,3561488.484817093,0.376029355824472,8584292.168931551,5722.861445954368,1130,0.06992556854043609,614,171348.83721139585
34,133774.2191003004,354753.65147733776,278327.4378040779,0.5603605248736842,0.534,1.0159141775283453,131120.77980314937,3904197.581752787,0.5357242013969002,3688574.484079373,0.3764567154701066,8653222.802558009,5768.815201705339,1126,0.06988765594671752,636,172922.16623604158
35,136141.18364135784,355075.2793527283,278482.23072513845,0.5604468003371755,0.5333333333333333,1.0159104585964076,131728.1385911923,4272245.5090830345,0.549549871592652,3815735.0355940615,0.3763412684436572,8711885.42914707,5807.92361943138,1126,0.07081020898117184,660,174288.1672853255
36,133221.98630528213,355657.3548290928,278705.95997996413,0.5606524629125905,0.5326666666666666,1.0164864884651512,130757.72900100084,4641891.727103723,0.5571333333333334,3942972.480306684,0.3761802200085057,8760757.59091306,5840.505060608706,1119,0.071695577389327,678,175534.98045824116
37,126291.48276683476,355657.3548290928,278705.95997996413,0.5606524629125905,0.5326666666666666,1.0162241928920155,128763.68051261993,5021727.528111009,0.561462927057022,4071016.7204069765,0.3761802200085057,8806219.219735565,5870.812813157043,1119,0.07212870351101167,702,176446.3515658464
38,125925.59127524281,355657.3548290928,278705.95997996413,0.5606524629125905,0.5326666666666666,1.0156608522441095,128737.7641283448,5414644.579183646,0.5687449416896854,4199410.472607211,0.3761802200085057,8844020.424563788,5896.013616375859,1118,0.07256550978199844,717,177426.01019941454
39,128561.86619382595,355657.3548290928,278705.95997996413,0.5606524629125905,0.5326666666666666,1.0150545958163968,129385.6854623341,5814705.684873776,0.5743590253300953,4327927.289539975,0.3761802200085057,8875719.78035121,5917.146520234141,1117,0.07298702370629989,732,178233.82366966613
40,122205.19574910443,355657.3548290928,278705.95997996413,0.5606524629125905,0.5326666666666666,1.014773333426061,127714.05487487924,6222077.947153888,0.5825258821128423,4456889.48655608,0.3761802200085057,8901305.996787427,5934.203997858284,1115,0.07343733692208676,745,178925.53542547836
41,115301.59927040932,355657.3548290928,278705.95997996413,0.5606524629125905,0.5326666666666666,1.0142753996097493,125992.38874439566,6634683.195993714,0.585521158708616,4586151.755714146,0.3761802200085057,8922637.33426904,5948.424889512693,1113,0.07390776268890278,762,179473.08315021987
42,116218.58061450692,355657.3548290928,278705.95997996413,0.5606524629125905,0.5326666666666666,1.0143271788664463,126035.96785635689,7050239.500862934,0.588600918763734,4715775.693182946,0.3761802200085057,8942010.45367173,5961.340302447819,1105,0.0743873996211114,775,179932.97578989202
43,113231.70667772245,355657.3548290928,278705.95997996413,0.5606524629125905,0.5326666666666666,1.015463482556706,125186.31539701432,7467973.5770213865,0.5909486953861611,4846131.480248126,0.3761802200085057,8960194.523286162,5973.463015524108,1102,0.0748560661953362,780,180234.6591164702
44,107889.78029933892,355657.3548290928,278705.95997996413,0.5606524629125905,0.5326666666666666,1.0155111762097373,123894.28856635166,7889251.668337499,0.5934368282014963,4977142.895840188,0.3761802200085057,8975684.297424745,5983.789531616497,1098,0.07529587891972522,783,180610.8308382716
45,107941.10333459944,355657.3548290928,278705.95997996413,0.5606524629125905,0.5326666666666666,1.0168301428082536,124208.7109647358,8314932.107293832,0.5979966840205118,5108629.088298032,0.3761802200085057,8987695.31733104,5991.7968782206935,1092,0.07571633396651829,791,180914.36502084712
46,106872.81539486874,355657.3548290928,278705.95997996413,0.5606524629125905,0.5326666666666666,1.0166242774244207,123455.66576722647,8743296.42134193,0.6012666666666666,5240704.866726417,0.3761802200085057,8997653.322792865,5998.435548528577,1088,0.07611920545407916,799,181104.1910015879
47,106976.77600392014,355657.3548290928,278705.95997996413,0.5606524629125905,0.5326666666666666,1.0171687536995762,123916.92065155882,9174136.981698535,0.6023569105984735,5373046.992522002,0.3761802200085057,9005771.975152396,6003.84798343493,1086,0.07652850408803513,805,181288.90142121352
48,108927.74369278543,355493.63474624086,278732.21471681184,0.560515839975946,0.5326666666666666,1.0169436864538328,124597.18703836588,9607318.469307844,0.6053064122540057,5505635.768747593,0.3762946687095565,9011860.354704421,6007.906903136281,1084,0.07772352043548295,811,181477.75216819465
49,112983.26337225613,354478.15674080385,278168.62414164556,0.5603097454259688,0.534,1.0180273678668657,125481.98552109743,10014714.899919784,0.6051287218960537,5638009.549902772,0.3766834839557705,9017515.433623219,6011.676955748812,1074,0.07741825189420017,814,181623.52503367985
50,114503.48255229222,355816.71418916015,278833.93989435874,0.5606497242218792,0.5326666666666666,1.0182487712472987,126194.8912162547,10449872.820510777,0.6073333333333333,5771040.103887277,0.3762290834363022,9023167.978714628,6015.445319143086,1069,0.07879765052775342,819,181591.7552783066
51,114327.03781131611,355816.71418916015,278833.93989435874,0.5606497242218792,0.5326666666666666,1.0182277969891116,126584.4217420136,10857711.651193053,0.6082666666666666,5904675.140614492,0.3762290834363022,9028161.374537615,6018.7742496917435,1067,0.07921435508744455,822,181655.08305043634
52,118829.68939092912,355816.71418916015,278833.93989435874,0.5606497242218792,0.5326666666666666,1.018910676713393,127810.25094209443,11293912.404958619,0.6087333333333333,6038497.727524623,0.3762290834363022,9032530.819888854,6021.687213259236,1065,0.07964885334659486,825,181766.1266400972
53,118692.83532411192,355426.4343025487,278407.85576164356,0.560756083844174,0.5326666666666666,1.0187015980129215,128019.52758601915,11730116.307794668,0.6087333333333333,6172554.242148043,0.3761862223764317,9037090.080482708,6024.726720321805,1062,0.08249790900805973,828,181866.6554790599
54,108796.05695515276,355426.4343025487,278407.85576164356,0.560756083844174,0.5326666666666666,1.019809354479117,125453.7717136992,12166286.921281362,0.61,6305805.460073398,0.3761862223764317,9041436.335169865,6027.624223446576,1060,0.08294433260858092,828,181949.63472953395
55,104189.455125021,355426.4343025487,278407.85576164356,0.560756083844174,0.5326666666666666,1.0209148736455989,125075.0638429841,12603247.47357441,0.6114,6439237.665450714,0.3761862223764317,9045189.922536578,6030.1266150243855,1059,0.08335317924745884,828,182044.11116832038
56,104400.08143810954,355450.7061059853,278346.53759366105,0.560827156696238,0.5326666666666666,1.020939440719784,125317.29465417712,13040215.754782176,0.611200918763734,6572819.198270427,0.37614622017068106,9048716.131437413,6032.477420958276,1057,0.08312799368452661,831,182145.37941238197
57,103725.43925253411,354230.04646668903,277596.1814919278,0.560644732351773,0.534,1.0207197703926736,126127.6120019079,13437774.06181843,0.6123198504703522,6706176.863170695,0.37642505629616696,9051350.744371602,6034.233829581068,1053,0.08308136006742083,829,182221.9680649117
58,97363.50824239313,352772.18753561506,277206.8017732014,0.5599745285515955,0.5346666666666666,1.0201417009105107,124803.0226968542,13840917.935867995,0.614,6839002.973175341,0.37681547733121823,9054251.575632945,6036.16771708863,1052,0.0852956743815514,832,182240.86790476297
59,97862.27210442384,354139.13820306177,277736.4580559715,0.56045705879403,0.5333333333333333,1.0202760716053294,125291.65661623387,14268337.580534874,0.6158666666666667,6971243.235071392,0.376456561314893,9056797.882479323,6037.865254986215,1046,0.08590534526297179,835,182325.6798074945
60,97894.11435757478,352840.11965506955,277235.1498773846,0.5599967761262773,0.5346666666666666,1.0202649382780176,126047.22079406015,14637773.531035984,0.6137333333333334,7103131.024016237,0.37678539123271265,9059710.360850863,6039.8069072339085,1043,0.08593790859462266,834,182298.35330741934
61,97053.33270874838,353680.1875486892,277984.651775762,0.5599174839728942,0.534,1.021029254479059,127056.70089338944,15055713.881532066,0.6145333333333333,7234502.48453342,0.3770249583624723,9063111.320265591,6042.074213510394,1043,0.08744416505014543,836,182334.33849193164
62,93363.36359361075,354651.5463421157,278187.75877909374,0.5604132731202407,0.5333333333333333,1.0217409861113935,128457.29121177265,15388371.522672823,0.6122,7364443.455932704,0.3764456435339156,9066571.797421787,6044.381198281191,1043,0.08710911158056943,832,182441.06833948547
63,93028.24267414048,355144.0505907018,278285.18390086043,0.5606688659953736,0.5326666666666666,1.022628424956061,129293.8821440508,15683595.833971003,0.611200918763734,7494232.146826907,0.3761700026999733,9070387.646506222,6046.9250976708145,1040,0.08842588891354664,831,182550.12687859384
64,89156.88081301283,352758.6862116517,277323.2962104787,0.5598615673084223,0.5353333333333333,1.0235030475844842,128862.62492449206,16046042.851610715,0.6134000000000001,7625154.133168534,0.37708685563453814,9074610.1773541,6049.740118236066,1036,0.08749742481667332,827,182606.20614600205
65,85657.53538270266,354168.36872058304,277935.54098999867,0.5603008671196866,0.534,1.023133637302553,129685.90855656835,16464128.21127927,0.6141753491229035,7756876.067782417,0.37668543064736676,9079783.131022658,6053.188754015106,1033,0.08969465966954566,831,182648.30000402025
66,83320.25201481748,351980.67854736175,276877.2812207421,0.5597141183951257,0.536,1.023757168701419,129642.58517261814,16731636.349616107,0.6121333333333334,7888178.724035463,0.3770289505204852,9084867.162303338,6056.578108202225,1030,0.08966462702437614,832,182727.6179533761
67,76450.36026150476,351229.94226236216,276753.73032418144,0.5592978887742635,0.5373333333333333,1.0232184213952817,127776.35077113147,17125005.854190044,0.6148,8019073.537827242,0.37766758349076435,9090240.204117136,6060.1601360780905,1028,0.08788397495547833,833,182801.48840320928
68,76162.68950969655,350586.5341693849,276946.586682745,0.5586741520404882,0.538,1.024138766056273,128937.43760368956,17492143.97816235,0.6149333333333333,8150506.686895738,0.37808568338274007,9095222.93618966,6063.481957459774,1028,0.08825616864459461,833,182902.63924838256
69,72912.97341697705,349318.91981578956,275999.4710422979,0.5586256936029658,0.5386666666666666,1.0243198839716443,128761.51086711997,17837790.53208074,0.6143333333333333,8280886.759866409,0.37783180153866747,9100349.3554102,6066.899570273466,1025,0.09150443607886648,835,183033.67522457408
70,75866.83377495527,347655.39991682715,275446.87435264455,0.5579427555844185,0.54,1.0251832624405706,129641.31964901496,18194943.80347677,0.6155342520970672,8409515.207647083,0.37835010670709524,9105589.571958596,6070.393047972398,1024,0.09067416797020295,834,183104.07830497203
71,73575.10502248153,345555.51408411964,274785.26195794187,0.5570414317898871,0.5426666666666666,1.0260244157845215,129676.27518509768,18579816.726301942,0.6177333333333334,8537918.619815903,0.3794037682953837,9110713.114532106,6073.808743021404,1020,0.09028042450659476,836,183220.6409566033
72,75967.64444876963,342600.4293694704,273186.5853198973,0.5563618933119179,0.5466666666666666,1.0260605748595828,130335.10218318115,18999516.200151652,0.6196,8665559.09856316,0.3801187212027051,9115285.672137998,6076.857114758665,1020,0.08861223737703636,840,183272.4822254488
73,72868.5550309707,342815.53886069567,273993.93393114494,0.5557883819601912,0.546,1.0259460864162915,131164.5959738574,19383137.479351774,0.6189333333333333,8790457.690552957,0.38052443074771186,9119947.734955154,6079.965156636769,1017,0.09088833135532681,846,183391.75973391632
74,75539.47348652717,340380.06755262887,272780.4585824083,0.5551239080867814,0.5486666666666666,1.0264045266830408,132518.38119905483,19626641.18572051,0.6178666666666667,8913945.492893737,0.38122174085411253,9124579.41560482,6083.052943736547,1014,0.09130884885231652,839,183452.42525594734
75,69324.86614747217,341126.9690044981,273016.2750101545,0.5554517978160145,0.548,1.0260624489713024,131427.32997687013,19990176.708497684,0.6180111522553425,9035950.121657081,0.38082193459285574,9129301.831062235,6086.201220708157,1013,0.09148167851554952,838,183510.18545786146
76,74649.47027028573,340785.39076707157,272771.18643847376,0.5554261879469777,0.5473333333333333,1.0271285848467482,133058.01671169768,20259742.720043097,0.6195693207185716,9158136.366694614,0.3806322044808962,9133583.550851775,6089.05570056785,1011,0.09375245267248436,839,183607.71845591877
77,77684.69071550909,341811.0691691156,273381.0475293165,0.5556167900907478,0.5466666666666666,1.0277183703797124,134627.57743212054,20601532.867253136,0.6218675854304005,9279998.611677919,0.3803701048937499,9137534.222854977,6091.689481903319,1010,0.09382131858725246,841,183677.34867453185
78,75700.1795246763,342092.9031653136,273511.84657617175,0.5557021827868787,0.546,1.0274651477726884,134660.9696370762,20930254.54236137,0.6214666666666667,9402773.334690576,0.3802047564234912,9141138.201167386,6094.092134111591,1008,0.09457799739230081,842,183757.97430721013
79,72531.48374697303,343410.4311821777,274121.984236987,0.5561010606205664,0.5453333333333333,1.0278901988076454,134698.73949135037,21345328.939157557,0.6214666666666667,9525361.177848177,0.3799599315145819,9145057.799267486,6096.705199511657,1006,0.09453230257686629,848,183810.14590786883
80,70088.73527446801,342225.0638083025,273970.8780488301,0.5553835080070175,0.5466666666666666,1.0287130460587877,134679.34365423996,21673398.14789615,0.6224000000000001,9648494.985247348,0.38067187343286163,9148409.31872748,6098.93954581832,1004,0.0941996954490257,847,183868.90220336334
81,67743.67579947751,342330.6771111962,273806.2947460795,0.5556080753915462,0.5466666666666666,1.0293005538951843,134844.52990698145,22041302.414968275,0.6219333333333333,9771784.15458275,0.3804028856625609,9151916.459150812,6101.277639433874,1005,0.094852237498493,847,183916.64430055278
82,68981.53143069746,339518.07857712347,272391.7401818122,0.5548498621344692,0.5493333333333333,1.0299669230601687,135281.86000021963,22419308.27930934,0.6212,9895151.28969744,0.3812654997537072,9155948.339698901,6103.965559799268,1004,0.0938970383951833,850,184021.2395413977
83,71486.10704789285,337931.3846332191,272106.48337489663,0.5539514878586576,0.5506666666666666,1.030180786149879,136762.35631905164,22824370.49478392,0.6240566938542277,10016881.400286818,0.38171143097572663,9159849.227251228,6106.566151500819,1004,0.0947595516429947,852,184091.05350585864
84,73904.91381365564,339784.05928888655,272813.2658569486,0.5546613498646887,0.5493333333333333,1.0310665294616903,138376.74642144443,23162064.73419244,0.6248009187637339,10136877.522714734,0.38125717195234177,9163318.574534439,6108.879049689625,1004,0.09596779374039986,852,184182.13570615218
85,78543.67698033665,338541.36366253207,271984.5897004928,0.5545077351711402,0.55,1.0304777519472148,139716.5467830071,23402620.470765132,0.6226666666666667,10257314.42899919,0.38129870669553095,9167096.600457586,6111.3977336383905,1004,0.09728955304493281,852,184267.45902083887
86,79913.51584644614,339025.27720214217,272046.4949660659,0.5548043497398201,0.5493333333333333,1.0316538178257575,140281.50586469637,23787823.67783393,0.6242666666666666,10376584.895117633,0.3809379478196986,9170796.376799708,6113.864251199805,1003,0.09883917707521911,852,184353.4989405854
87,78615.82737979786,341060.84018542926,272867.6918385443,0.5555383442776871,0.5473333333333333,1.0310885437725923,141142.3192717927,24168951.24995005,0.6239333333333333,10496427.66105881,0.38004289031424277,9175131.718178285,6116.754478785523,1003,0.0993533494845024,854,184415.7082818626
88,78146.67065061671,341775.34213581675,273203.3280465168,0.5557515385606538,0.5466666666666666,1.0322269979829728,141518.82901275353,24453723.670302816,0.6225333333333333,10617163.301565139,0.38003022810598475,9179667.468083868,6119.778312055912,1002,0.10103599388234126,855,184507.69670027975
89,77970.00597223194,341101.2812766829,273054.27658685105,0.5553988348868382,0.548,1.0335654101677842,141550.05500578912,24891422.936453644,0.6234666666666667,10738096.700037573,0.3804337947208158,9184453.884006232,6122.969256004155,1001,0.10063728197249668,856,184588.16105585895
90,76069.97803044852,341742.1198773101,273490.48506978265,0.5554681548561595,0.5473333333333333,1.034637873387812,142186.77195873088,25276512.0285206,0.6222666666666666,10859286.723801134,0.3803738313043109,9189753.389637908,6126.502259758606,1001,0.10103823964622415,856,184672.51989981043
91,74366.65825701017,341822.5249943907,273295.69020678697,0.555702166749518,0.5466666666666666,1.0346869246858015,142789.3795849243,25546955.785113353,0.6218675854304005,10979479.600712676,0.38014383851286626,9194746.297315245,6129.830864876831,1000,0.10269913486430948,853,184791.58311112333
92,75136.95416585609,341796.3123610093,273334.6899282661,0.5556480019523938,0.5466666666666666,1.035167011909818,143818.8782650396,25913504.62096377,0.6226992689632702,11099825.770016417,0.37995079292980766,9200108.277718404,6133.405518478936,1000,0.10162382407703849,852,184881.79898333186
93,73553.49385107415,340829.14991077705,272982.56991120457,0.5552666052215893,0.5466666666666666,1.036268653467746,143871.04140671913,26250961.29345178,0.6231985782705566,11220749.553567959,0.3803827582457827,9205047.272624075,6136.698181749383,999,0.103082459180837,852,184994.68514394746
94,73483.82731285162,341406.30196883215,273348.0075713736,0.5553540604281095,0.5466666666666666,1.0373899861379166,144356.9051844482,26529701.283345517,0.6232,11340199.164334774,0.38035343169790936,9209732.620915852,6139.821747277235,996,0.10303330956256339,854,185078.03790882
95,75168.16932632141,340425.3709105261,272544.8660342737,0.5553701475087813,0.548,1.0383166539360715,145381.32162514565,26836344.073069986,0.6232,11460180.219971351,0.38057070100445983,9214476.1696377,6142.9841130918,993,0.10270569539063275,853,185123.1629309838
96,71007.71304359853,340708.0545392724,272932.3260445943,0.5552243061564746,0.5473333333333333,1.0394453447703513,145059.5653929342,27203632.663061485,0.6254000000000001,11580596.070972972,0.38052896692095883,9219337.946665958,6146.225297777305,993,0.10258964579669579,855,185168.12260708434
97,71674.98857661923,339511.8597952768,272292.58023300406,0.5549352662095469,0.5486666666666666,1.0389731533409086,146256.10907924088,27488703.595530804,0.6253416108531362,11701077.232375754,0.3810059639786458,9222840.247539017,6148.560165026011,991,0.10357294474460922,856,185274.81543601953
98,69374.91652390966,339438.95227166417,272412.59698004497,0.5547733803841732,0.548,1.039386153327831,146546.4031067143,27835602.574455693,0.6262675854304006,11821004.285582997,0.3809229425249188,9226440.617273586,6150.9604115157235,990,0.10375687897755194,857,185315.124812445
99,72575.64087436289,336575.56564664474,271472.51916602923,0.5535344556678213,0.5506666666666666,1.0393998738725165,147298.82198765886,28132412.38177822,0.626090717722477,11940299.567415508,0.3818155352582625,9230522.61500871,6153.68174333914,988,0.10397867018585183,856,185376.03796984503
100,69459.42973290577,337680.5312902081,271840.5877448591,0.554009567092261,0.55,1.0398681560684342,147326.67975494117,28531425.998358782,0.6278,12057960.73352676,0.381695754768266,9235259.94817483,6156.839965449887,988,0.10394254205446306,859,185427.28508075562
101,73608.14754297532,339764.11251105554,272712.2454833594,0.5547383308371779,0.5473333333333333,1.0393209200555613,149407.94996960906,28843420.950436715,0.6289333333333333,12176433.723401615,0.3805867592840392,9238651.38321247,6159.100922141646,988,0.10504094018926069,859,185531.7286346911
102,69774.29685857068,339362.39507547894,272698.1362995855,0.5544588773157162,0.548,1.0392825034038298,148849.17101288016,29086988.215263404,0.6276063507470038,12294736.243832186,0.3809139923039053,9242536.290569702,6161.690860379801,988,0.10564702671337756,859,185609.18106200662
103,71646.96396755676,338849.00678868644,272699.56417876325,0.5540835558697136,0.5486666666666666,1.0401348345799462,149806.5753046668,29254830.817355145,0.6290637860886172,12412893.937222572,0.38127558099141134,9245687.496461825,6163.791664307883,988,0.10493537632437518,857,185696.5730860816
