,Total Profit,Total Wages,Total Surplus Value,Wage Share,Unemployment Rate,Price Index,Total Tax Revenue,Total Unmet Needs,Average Financial Stress,Total Worker Wealth,Average Exploitation Rate,Total Worker Debt,Average Debt per Worker,Workers in Debt,Debt to Income Ratio,Bankrupt Workers,Total Debt Payments,Gini Coefficient,Long-term Unemployed,Long-term Unemployment Rate,Employed Workers,Net Worker Wealth
0,4250.295598660455,25425.32781776406,20151.80317882588,0.5578527489952444,0.964,1.0004652875560114,7656.824736249316,0.0,0.20786666666666667,1055569.4288955256,0.388450374532276,829738.8411414319,553.1592274276213,716,0.03378223278859592,0,15511.926385750783,0,0,0.0,54,225830.58775409375
1,19659.21348130864,54825.715614730936,44570.37786534801,0.5515882334522448,0.922,1.0001393268023933,18309.87329831903,0.0,0.21906666666666663,847105.2212701249,0.3941578856913764,1068725.769259143,712.4838461727619,805,0.03202385846904145,0,19620.51024413058,0,0,0.0,117,-221620.5479890181
2,37713.51922655699,88949.57227395408,71212.20195183117,0.5553732949321539,0.876,0.9999699730440127,30875.48300752735,0.0,0.226,684976.4616812427,0.39129933276918444,1330221.8366970022,886.8145577980015,891,0.032251193257253244,0,24354.420179452325,0,0,0.0,186,-645245.3750157596
3,53408.63251495654,121975.45176564547,98062.71134200622,0.5543377114358571,0.83,1.00134138837432,42805.619063285914,0.0,0.23439999999999997,566476.022712463,0.39289967025334094,1607397.6904947783,1071.5984603298523,947,0.03608059650706549,0,29611.586503011276,0,0,0.0,255,-1040921.6677823154
4,74398.8384210188,155665.64394853878,127579.32653303674,0.5495795518765072,0.782,1.0009326172631619,56149.41545907353,0.0,0.24133333333333334,485392.2927794726,0.39635820197143995,1895120.4648948067,1263.4136432632044,1021,0.04329937213277512,0,34794.326385464454,0,0,0.0,327,-1409728.172115334
5,90020.20604000225,186258.03123585499,152009.51198201848,0.5506234191552004,0.74,1.0021663999037047,67495.64923945231,0.0,0.2468,442482.06100683456,0.39551239529834614,2194200.0170747563,1462.8000113831708,1088,0.04850188535863039,0,40663.29568349483,0,0,0.0,390,-1751717.9560679218
6,103986.39772557298,218741.82354458357,180700.4666596603,0.5476180887925911,0.6946666666666667,1.0020712393325788,79266.14285768464,0.0,0.25146666666666667,430252.6626835053,0.3968860494038252,2500434.6833815835,1666.9564555877223,1157,0.0533600364192309,0,46684.89086486575,0,0,0.0,458,-2070182.0206980782
7,116210.09819269434,242432.32099681412,200760.5525142474,0.5470131301440326,0.6626666666666666,1.0018373376384146,88334.10683036016,93.01865869174259,0.25199534577246113,448077.05614900304,0.39764069251293327,2811533.8267076267,1874.355884471751,1217,0.05672753514929517,0,52998.098847720255,0,0,0.0,506,-2363456.7705586236
8,130989.25798244252,267805.90587779833,221716.02687637173,0.5470764187644399,0.6286666666666667,1.00196891404321,98388.74207764764,601.7330865054055,0.2534367445155588,490858.21005357814,0.397892302054577,3130849.1996741504,2087.232799782767,1258,0.06044569416477005,0,59297.69840311534,0,0,0.0,557,-2639990.9896205724
9,140599.7306343543,286844.49220009835,238838.27481697462,0.5456608247361137,0.5993333333333334,1.0029577658486555,105451.52858609651,3218.9376045685367,0.25271408749870994,550702.1037595121,0.3985826707908358,3446983.8765660925,2297.989251044062,1283,0.06428161305053193,0,65421.526439998626,0,0,0.0,601,-2896281.77280658
10,145898.7001790541,299715.8438511174,251963.67024692005,0.5432789077570419,0.58,1.0027204006236552,110121.93263654885,9244.778134580105,0.25390507387163475,620382.7596049823,0.4001708813394297,3757641.2836232735,2505.0941890821823,1298,0.06780949956326782,3,71451.0526375599,0,0,0.0,630,-3137258.524018291
11,150909.09273318457,305895.7722054115,258385.4141358708,0.5420981234352247,0.57,1.002443788591897,113154.28995571003,19416.87541670752,0.2552039926675728,696020.3190447153,0.4015097553201613,4064303.850928376,2709.5359006189174,1300,0.07053255286584806,7,77432.83274622026,0,0,0.0,645,-3368283.5318836607
12,152605.7925205677,309657.6862596689,261730.8258997096,0.5419389428909195,0.5646666666666667,1.0027010264284297,114685.6754259918,35287.96634418862,0.25839999999999996,776188.9324207878,0.4015380673833229,4370581.28357906,2913.720855719373,1303,0.07251920721503975,15,83261.20488650982,0,847,0.5646666666666667,653,-3594392.3511582725
13,160238.85712384648,313659.6569937875,265585.8283001067,0.5414969386160079,0.5586666666666666,1.0028254556868073,117823.48652813627,56291.973957989394,0.2614898339988657,859124.751896369,0.4019085765289635,4677655.974526884,3118.437316351256,1298,0.07475524176967187,27,89225.62206634152,0,838,0.5586666666666666,662,-3818531.2226305148
14,161265.09544535802,317227.4966887623,268601.4500416958,0.5415019152932362,0.554,1.00362089995393,118826.41232569495,85176.1956321401,0.2691967266351144,943584.4444073229,0.40199175041837126,4981512.404969469,3321.008269979646,1297,0.07581898775654358,35,95154.4679236461,0,831,0.554,669,-4037927.9605621453
15,160906.48185332192,318749.70211317565,269799.68217249477,0.5415853123354228,0.552,1.0039657718257224,119310.94767621257,116469.56176661592,0.27284608876359856,1029233.8333791753,0.4016575816526691,5283050.66076144,3522.0337738409603,1293,0.07657862950866917,48,101176.73175509588,0,828,0.552,672,-4253816.827382266
16,162539.62800083554,319787.05880525435,270876.07476894,0.5414034508471406,0.55,1.0048465656307215,119753.50675983365,162481.30667171534,0.2813524746498691,1115569.3264196704,0.4021289717442029,5580505.2932383455,3720.336862158897,1290,0.07731881145866787,63,107146.938532733,0,825,0.55,675,-4464935.966818675
17,167963.09670248785,321740.3706423165,272962.81576143304,0.5410099996065668,0.5473333333333333,1.0060588150782857,121813.35652689595,220764.00612892184,0.2957333333333333,1202775.6580062695,0.4025330239108744,5872393.34914271,3914.928899428473,1287,0.07868084928260104,82,113111.74829479054,0,821,0.5473333333333333,679,-4669617.69113644
18,163393.5512142747,322647.1538386211,273937.7249490103,0.5408235530446206,0.546,1.0064045985539332,121116.00747732236,288981.523842385,0.3039366850542158,1290681.2812490358,0.40280423501453666,6159973.111420527,4106.648740947018,1279,0.07937564206444112,103,118997.08093400148,0,819,0.546,681,-4869291.830171491
19,161985.67475986277,322647.1538386211,273937.7249490103,0.5408235530446206,0.546,1.0068743168121488,120652.93367398444,371968.1161283885,0.31501473886065257,1379581.4339034974,0.40280423501453666,6439596.267396603,4293.064178264402,1277,0.07971886198596145,129,124710.27599149526,0,819,0.546,681,-5060014.833493105
20,161570.34058878347,322647.1538386211,273937.7249490103,0.5408235530446206,0.546,1.0063747920096213,120440.91450876986,471951.3045404194,0.33266202818824964,1469026.021119315,0.40280423501453666,6709508.210098926,4473.005473399284,1268,0.08008408733515618,160,130389.69192194544,0,819,0.546,681,-5240482.188979611
21,158980.87557867612,322647.1538386211,273937.7249490103,0.5408235530446206,0.546,1.007047084103614,119856.85225032456,589107.8257611229,0.34588548336469305,1559259.6143620247,0.40280423501453666,6969257.386790146,4646.171591193431,1260,0.08046812049599121,188,135735.99156033402,0,819,0.546,681,-5409997.772428121
22,158103.19758305146,322647.1538386211,273937.7249490103,0.5408235530446206,0.546,1.0070561779188638,119877.36398919421,724343.7879558356,0.3655319694293099,1650447.2618284419,0.40280423501453666,7218004.441802515,4812.002961201676,1253,0.08088794541607836,227,140896.68530827205,0,819,0.546,681,-5567557.179974073
23,151946.3331214781,322647.1538386211,273937.7249490103,0.5408235530446206,0.546,1.0071617008926035,118450.98864462602,880124.4548680781,0.3812489930421587,1742345.7815716148,0.40280423501453666,7452934.955785766,4968.623303857177,1248,0.08132407271031077,257,145849.26176935888,0,819,0.546,681,-5710589.174214152
24,145900.54170862344,322647.1538386211,273937.7249490103,0.5408235530446206,0.546,1.0082199273202426,117043.73963730969,1057554.6260748603,0.40053890180710977,1834731.6827169023,0.40280423501453666,7671901.010529954,5114.600673686636,1243,0.08175289926582281,294,150562.97242369046,0,819,0.546,681,-5837169.327813052
25,144877.36281999774,322647.1538386211,273937.7249490103,0.5408235530446206,0.546,1.0088410609066634,116561.88222324432,1254691.5739019474,0.4175826367310051,1927699.7093371649,0.40280423501453666,7877089.924364013,5251.393282909342,1241,0.08218412478915321,334,154960.00574948872,0,819,0.546,681,-5949390.215026848
26,147274.01141310463,322647.1538386211,273937.7249490103,0.5408235530446206,0.546,1.0094514923230262,117305.68629226802,1472864.2362623904,0.43368409239024275,2021369.848287695,0.40280423501453666,8066611.791372876,5377.741194248584,1234,0.08263407830374195,378,159139.94465298692,0,819,0.546,681,-6045241.943085181
27,145414.4699688842,322647.1538386211,273937.7249490103,0.5408235530446206,0.546,1.0102468379814649,116984.21395447035,1713276.8479869561,0.456450166687652,2115658.602190216,0.40280423501453666,8239046.858990253,5492.697905993502,1229,0.08312245896416527,419,162899.35917383648,0,819,0.546,681,-6123388.256800037
28,146726.3896585418,322647.1538386211,273937.7249490103,0.5408235530446206,0.546,1.0102246206189327,117183.86139678443,1975854.83109803,0.4702047753589525,2210451.579898174,0.40280423501453666,8393800.814825926,5595.867209883951,1227,0.08363193531137703,454,166352.5199543228,0,819,0.546,681,-6183349.234927752
29,146049.15462332565,322298.2100193954,273713.2453273278,0.5407584151749263,0.546,1.0108747733367385,116872.63428459933,2261953.6186573026,0.49106976764092813,2305532.824696521,0.4028056310366274,8529064.498243896,5686.042998829264,1225,0.08527871673865683,497,169508.289792745,0,817,0.5446666666666666,681,-6223531.673547375
30,145941.8306052926,322298.2100193954,273713.2453273278,0.5407584151749263,0.546,1.0110043887130753,116955.81669289696,2564706.537649491,0.5078524711065336,2399875.680586089,0.4028056310366274,8646680.467115192,5764.453644743461,1221,0.08576825613905552,537,172272.87699941965,0,817,0.5446666666666666,681,-6246804.786529102
31,147410.00276865144,322298.2100193954,273713.2453273278,0.5407584151749263,0.546,1.011196131430961,117325.37664071802,2888889.2394512794,0.523548149026275,2494778.501375163,0.4028056310366274,8749973.062484074,5833.315374989383,1216,0.08628758578139203,570,174641.54678161745,0,817,0.5446666666666666,681,-6255194.561108912
32,142027.36009183194,322298.2100193954,273713.2453273278,0.5407584151749263,0.546,1.011641137290912,115987.00688278623,3225694.948115122,0.5336267358158108,2590253.916704327,0.4028056310366274,8843484.600745713,5895.656400497142,1211,0.08682512817395853,608,176699.60042189757,0,817,0.5446666666666666,681,-6253230.684041386
33,142701.23904241857,322298.2100193954,273713.2453273278,0.5407584151749263,0.546,1.0117303982462835,115979.28596010507,3574676.075054551,0.5459867773474589,2686593.435893105,0.4028056310366274,8927976.016846023,5951.984011230682,1203,0.08739554910218297,632,178556.5005771417,0,817,0.5446666666666666,681,-6241382.580952918
34,137453.75190429078,322298.2100193954,273713.2453273278,0.5407584151749263,0.546,1.011345427356892,114717.21054163223,3939781.6493531573,0.559653974311792,2783701.7548799105,0.4028056310366274,8998927.986366868,5999.285324244579,1198,0.08799083158469291,658,180165.92199963852,0,817,0.5446666666666666,681,-6215226.2314869575
35,137272.66241438966,322298.2100193954,273713.2453273278,0.5407584151749263,0.546,1.011651317172929,114473.76995848809,4315490.614209535,0.5669688241212073,2881195.996122667,0.4028056310366274,9061174.764563508,6040.783176375672,1194,0.08861215146152793,687,181557.93826607047,0,817,0.5446666666666666,681,-6179978.768440841
36,137413.56950547954,322298.2100193954,273713.2453273278,0.5407584151749263,0.546,1.0110850133427214,114669.63498714907,4700819.450968465,0.5759744315258658,2979099.728080653,0.4028056310366274,9115997.862978525,6077.331908652351,1191,0.08923564530671288,711,182795.8843136046,0,817,0.5446666666666666,681,-6136898.134897873
37,138986.98567916028,322298.2100193954,273713.2453273278,0.5407584151749263,0.546,1.012392431957914,115030.38606496621,5093556.837656883,0.5814419203459764,3077320.4992121346,0.4028056310366274,9164575.341699645,6109.71689446643,1188,0.08983375368124351,727,183902.25712790625,0,817,0.5446666666666666,681,-6087254.84248751
38,140819.71362549718,322298.2100193954,273713.2453273278,0.5407584151749263,0.546,1.013316822620697,115394.91262125236,5493864.412488076,0.5891126202561893,3175776.1470798734,0.4028056310366274,9207336.05875136,6138.224039167573,1187,0.09044008907287603,743,184882.08665039606,0,817,0.5446666666666666,681,-6031559.911671487
39,141603.85071479104,322298.2100193954,273713.2453273278,0.5407584151749263,0.546,1.0141930606827048,115427.00360326556,5899984.497908221,0.5934205976954094,3274312.7432047073,0.4028056310366274,9244957.92352654,6163.305282351027,1187,0.09101902513542932,757,185786.06394190772,0,817,0.5446666666666666,681,-5970645.180321833
40,141379.467054078,322298.2100193954,273713.2453273278,0.5407584151749263,0.546,1.0148116052317013,115027.09028191904,6309795.546863988,0.5958857578370961,3372958.2388827214,0.4028056310366274,9279959.913418872,6186.639942279248,1182,0.09160317814484607,772,186607.57169961234,0,817,0.5446666666666666,681,-5907001.674536151
41,144458.7952964105,322298.2100193954,273713.2453273278,0.5407584151749263,0.546,1.0155060515920014,115996.76193097731,6724751.483610243,0.6013838995289008,3472026.6459962237,0.4028056310366274,9311005.864851123,6207.337243234082,1176,0.09221996256372848,781,187279.8555725547,0,817,0.5446666666666666,681,-5838979.2188548995
42,145591.37927196248,322298.2100193954,273713.2453273278,0.5407584151749263,0.546,1.016197994978002,116177.34791456617,7146838.459137013,0.6082044674560952,3571590.823562186,0.4028056310366274,9336111.413316898,6224.074275544599,1174,0.0928156858145614,791,187849.0768995189,0,819,0.546,681,-5764520.589754711
